topology,algo,run,phase,switch,init_assigned_controller,assigned_controller,is_migrated,init_path,final_path,init_solver_prop_ms,init_solver_total_rt_ms,init_real_queue_ms,init_switch_load,init_scaled_switch_load,solver_prop_ms,solver_queue_ms,solver_total_rt_ms,real_queue_ms,delta_rt_if_migrated,cc_transfer_ms,steiner_ms,load_scale_alpha,scaled_switch_load,alpha,beta,link_sens,k_paths,load_sens,controller_sens
AttMpls,SM,0,B1,20,3,3,0,20->21->3,,30.289412,inf,0.0,193,193,30.289412,9.881423,55.26139,9.881423,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,21,2,2,0,21->3->1->2,,42.489166,62.697429,0.0,207,207,42.489166,5.117707,62.697429,5.117707,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,22,2,2,0,22->3->1->2,,34.799293,55.007555,0.0,179,179,34.799293,5.117707,55.007555,5.117707,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,23,2,2,0,23->14->6->8->1->2,,46.618555,66.826818,0.0,202,202,43.616324,5.117707,63.824587,5.117707,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,24,2,2,0,24->23->10->4->7->2,,45.410864,65.619126,0.0,185,185,45.410864,5.117707,65.619126,5.117707,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,25,2,2,0,25->23->10->4->7->2,,49.370951,69.579214,0.0,187,187,44.370132,5.117707,64.578395,5.117707,0.0,0.0,0.0,0,187.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,1,1,1,0,1,,0.0,25.907486,0.0,154,154,0.0,1.515152,26.630245,1.515152,0.0,0.0,0.0,0,154.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,2,2,2,0,2,,0.0,26.340884,0.0,171,171,0.0,2.142245,27.257338,2.142245,0.0,0.0,0.0,0,171.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,3,3,3,0,3,,0.0,inf,0.0,163,163,0.0,277.777778,302.892871,277.777778,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,4,4,3,1,4,,0.0,inf,0.0,152,152,1.428477,277.777778,304.321349,277.777778,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,5,5,5,0,5,,0.0,inf,0.0,216,216,0.0,73.529412,98.644505,73.529412,0.0,0.0,0.0,0,216,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,6,5,5,0,6->5,,3.055709,inf,0.0,179,179,3.055709,73.529412,101.700214,73.529412,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,7,5,2,1,7->8->5,,4.110837,inf,0.0,202,202,9.448297,2.142245,36.705635,2.142245,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,8,5,5,0,8->5,,1.18294,inf,0.0,220,220,1.18294,73.529412,99.827445,73.529412,0.0,0.0,0.0,0,220,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,9,5,5,0,9->7->8->5,,15.723917,inf,0.0,191,191,15.723917,73.529412,114.368423,73.529412,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,10,5,5,0,10->9->7->8->5,,21.444883,inf,0.0,183,183,21.444883,73.529412,120.089388,73.529412,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,11,5,5,0,11->14->7->8->5,,16.808552,inf,0.0,180,180,16.808552,73.529412,115.453057,73.529412,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,12,5,5,0,12->11->14->7->8->5,,25.748452,inf,0.0,121,121,25.748452,73.529412,124.392957,73.529412,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,13,5,5,0,13->9->7->8->5,,22.414991,inf,0.0,166,166,22.414991,73.529412,121.059496,73.529412,0.0,0.0,0.0,0,166,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,14,5,2,1,14->7->8->5,,12.926994,inf,0.0,147,147,18.264454,2.142245,45.521793,2.142245,0.0,0.0,0.0,0,147,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,15,4,4,0,15->19->10->9->7->2->1->4,,43.719809,inf,0.0,187,187,39.725528,31.25,96.090621,31.25,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,16,4,4,0,16->17->18->19->10->9->7->2->1->4,,43.969447,inf,0.0,184,184,43.969447,31.25,100.334541,31.25,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,17,4,4,0,17->18->19->10->9->7->2->1->4,,42.671843,inf,0.0,144,144,42.671843,31.25,99.036936,31.25,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,18,4,4,0,18->19->10->9->7->2->1->4,,41.227288,inf,0.0,165,165,41.227288,31.25,97.592382,31.25,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,19,4,4,0,19->10->9->7->2->1->4,,40.65525,inf,0.0,171,171,40.65525,31.25,97.020344,31.25,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,20,4,1,1,20->14->7->2->1->4,,32.575515,inf,0.0,193,193,27.760874,1.515152,54.391119,1.515152,0.0,0.0,0.0,0,193.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,21,4,1,1,21->20->14->7->2->1->4,,36.42164,inf,0.0,207,207,31.607,1.515152,58.237245,1.515152,0.0,0.0,0.0,0,207.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,22,4,4,0,22->21->20->14->7->2->1->4,,37.873776,inf,0.0,179,179,37.873776,31.25,94.238869,31.25,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,23,3,1,1,23->22->21->20->14->7->2->1->4->3,,48.16928,inf,0.0,202,202,41.926162,1.515152,68.556407,1.515152,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,24,4,4,0,24->25->3->4,,6.737257,inf,0.0,185,185,6.737257,31.25,63.102351,31.25,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,25,3,3,0,25->3,,0.387956,inf,0.0,187,187,0.387956,277.777778,303.280827,277.777778,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,26,3,3,0,26->27->28->32->33->24->25->3,,16.959936,inf,0.0,154,154,16.959936,277.777778,319.852808,277.777778,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,27,3,4,1,27->28->32->33->24->25->3,,14.629712,inf,0.0,169,169,16.058189,31.25,72.423283,31.25,0.0,0.0,0.0,0,169,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,28,3,3,0,28->32->33->24->25->3,,6.762363,inf,0.0,190,190,6.762363,277.777778,309.655235,277.777778,0.0,0.0,0.0,0,190,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,29,3,3,0,29->28->32->33->24->25->3,,7.837924,inf,0.0,162,162,7.837924,277.777778,310.730796,277.777778,0.0,0.0,0.0,0,162,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,30,3,3,0,30->29->28->32->33->24->25->3,,8.552987,inf,0.0,194,194,8.552987,277.777778,311.445858,277.777778,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,31,3,3,0,31->33->24->25->3,,48.866149,inf,0.0,156,156,48.866149,277.777778,351.75902,277.777778,0.0,0.0,0.0,0,156,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,32,2,2,0,32->33->24->25->3->4->1->2,,17.775714,44.116598,0.0,211,211,17.775714,2.142245,45.033052,2.142245,0.0,0.0,0.0,0,211,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B1,33,2,2,0,33->24->25->3->4->1->2,,17.534375,43.875259,0.0,195,195,17.534375,2.142245,44.791714,2.142245,0.0,0.0,0.0,0,195,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,1,1,1,0,1,,0.0,47.942111,0.0,154,154,0.0,3.182686,50.189518,3.182686,0.0,0.0,0.0,0,154.0,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,2,2,2,0,2,,0.0,47.965973,0.0,171,171,0.0,1.164687,48.171519,1.164687,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,3,3,3,0,3,,0.0,inf,0.0,163,163,0.0,11.210762,58.217594,11.210762,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,4,4,4,0,4,,0.0,inf,0.0,152,152,0.0,192.307692,239.314524,192.307692,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,5,5,5,0,5,,0.0,inf,0.0,216,216,0.0,37.037037,84.043869,37.037037,0.0,0.0,0.0,0,216,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,6,6,6,0,6,,0.0,inf,0.0,179,179,0.0,50.0,97.006832,50.0,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,7,6,1,1,7->16->8->24->17->19->6,,25.460938,inf,0.0,202,202,8.158257,3.182686,58.347776,3.182686,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,8,6,6,0,8->5->9->19->6,,15.017175,inf,0.0,220,220,13.340761,50.0,110.347593,50.0,0.0,0.0,0.0,0,220,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,9,6,6,0,9->19->6,,5.631367,inf,0.0,191,191,5.631367,50.0,102.638199,50.0,0.0,0.0,0.0,0,191.0,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,10,6,6,0,10->19->6,,3.777003,inf,0.0,183,183,3.777003,50.0,100.783835,50.0,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,11,6,6,0,11->1->24->17->19->6,,30.11589,inf,0.0,180,180,24.527001,50.0,121.533833,50.0,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,12,6,6,0,12->13->24->32->25->6,,28.578832,inf,0.0,121,121,19.631232,50.0,116.638064,50.0,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,13,6,6,0,13->24->17->19->6,,16.57087,inf,0.0,166,166,16.57087,50.0,113.577702,50.0,0.0,0.0,0.0,0,166,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,14,5,5,0,14->33->34->9->5,,12.602853,inf,0.0,147,147,12.602853,37.037037,96.646722,37.037037,0.0,0.0,0.0,0,147,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,15,5,5,0,15->24->8->5,,13.628753,inf,0.0,187,187,13.628753,37.037037,97.672622,37.037037,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,16,5,2,1,16->8->5,,9.458309,inf,0.0,184,184,6.987413,1.164687,55.158932,1.164687,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,17,5,1,1,17->24->8->5,,8.878987,inf,0.0,144,144,11.538353,3.182686,61.727871,3.182686,0.0,0.0,0.0,0,144.0,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,18,5,5,0,18->24->8->5,,8.977916,inf,0.0,165,165,8.977916,37.037037,93.021785,37.037037,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,19,5,5,0,19->9->5,,9.252448,inf,0.0,171,171,9.252448,37.037037,93.296317,37.037037,0.0,0.0,0.0,0,171.0,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,20,5,5,0,20->18->24->8->5,,11.463621,inf,0.0,193,193,11.463621,37.037037,95.507491,37.037037,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,21,4,1,1,21->1->4,,21.402425,inf,0.0,207,207,5.865512,3.182686,56.05503,3.182686,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,22,4,4,0,22->21->1->4,,22.774202,inf,0.0,179,179,22.774202,192.307692,262.088726,192.307692,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,23,4,1,1,23->1->4,,22.65367,inf,0.0,202,202,7.116757,3.182686,57.306276,3.182686,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,24,4,4,0,24->1->4,,24.820909,inf,0.0,185,185,19.592704,192.307692,258.907229,192.307692,0.0,0.0,0.0,0,185.0,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,25,4,4,0,25->32->3->4,,7.979738,inf,0.0,187,187,7.979738,192.307692,247.294262,192.307692,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,26,5,5,0,26->32->24->8->5,,23.89611,inf,0.0,154,154,15.198986,37.037037,99.242855,37.037037,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,27,4,4,0,27->28->4,,18.414973,inf,0.0,169,169,18.414973,192.307692,257.729497,192.307692,0.0,0.0,0.0,0,169,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,28,4,4,0,28->4,,8.834675,inf,0.0,190,190,8.834675,192.307692,248.149199,192.307692,0.0,0.0,0.0,0,190,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,29,3,3,0,29->28->4->3,,16.802485,inf,0.0,162,162,16.388001,11.210762,74.605596,11.210762,0.0,0.0,0.0,0,162,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,30,3,3,0,30->31->32->3,,16.922658,inf,0.0,194,194,16.922658,11.210762,75.140253,11.210762,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,31,3,4,1,31->32->3,,12.696162,inf,0.0,156,156,16.195582,192.307692,255.510107,192.307692,0.0,0.0,0.0,0,156,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,32,3,3,0,32->3,,3.994249,inf,0.0,211,211,3.994249,11.210762,62.211843,11.210762,0.0,0.0,0.0,0,211,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,33,3,3,0,33->31->32->3,,20.78501,inf,0.0,195,195,8.591154,11.210762,66.808748,11.210762,0.0,0.0,0.0,0,195,0.5,0.5,0.0,5,0.0,0.0
Xspedius,SM,0,B1,34,3,3,0,34->25->32->3,,8.099523,inf,0.0,149,149,8.099523,11.210762,66.317117,11.210762,0.0,0.0,0.0,0,149.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,1,1,1,0,1,,0.0,19.700254,0.0,154,154,0.0,13.927577,32.782379,13.927577,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,2,2,2,0,2,,0.0,19.729999,0.0,171,171,0.0,0.875197,19.729999,0.875197,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,3,3,3,0,3,,0.0,inf,0.0,163,163,0.0,5.112474,23.967277,5.112474,0.0,0.0,0.0,0,163.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,4,4,4,0,4,,0.0,inf,0.0,152,152,0.0,147.058824,165.913626,147.058824,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,5,5,5,0,5,,0.0,inf,0.0,216,216,0.0,294.117647,312.972449,294.117647,0.0,0.0,0.0,0,216.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,6,6,6,0,6,,0.0,inf,0.0,179,179,0.0,46.728972,65.583774,46.728972,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,7,6,6,0,7->5->6,,6.023543,inf,0.0,202,202,6.023543,46.728972,71.607317,46.728972,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,8,6,5,1,8->7->5->6,,8.903265,inf,0.0,220,220,4.799397,294.117647,317.771847,294.117647,0.0,0.0,0.0,0,220,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,9,6,6,0,9->5->6,,7.74351,inf,0.0,191,191,7.74351,46.728972,73.327284,46.728972,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,10,6,6,0,10->27->21->6,,9.733065,inf,0.0,183,183,9.733065,46.728972,75.316839,46.728972,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,11,6,6,0,11->20->21->6,,10.841908,inf,0.0,180,180,10.841908,46.728972,76.425682,46.728972,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,12,6,6,0,12->20->21->6,,10.979721,inf,0.0,121,121,10.979721,46.728972,76.563495,46.728972,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,13,6,6,0,13->11->20->21->6,,21.400173,inf,0.0,166,166,20.417979,46.728972,86.001753,46.728972,0.0,0.0,0.0,0,166,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,14,6,6,0,14->27->21->6,,16.291983,inf,0.0,147,147,16.091463,46.728972,81.675237,46.728972,0.0,0.0,0.0,0,147,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,15,5,5,0,15->10->27->5,,35.64429,inf,0.0,187,187,27.997855,294.117647,340.970304,294.117647,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,16,5,5,0,16->5,,29.89488,inf,0.0,184,184,29.89488,294.117647,342.867329,294.117647,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,17,6,4,1,17->10->9->5->6,,21.36157,inf,0.0,144,144,23.575166,147.058824,189.488792,147.058824,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,18,5,1,1,18->11->14->10->9->5,,27.391489,inf,0.0,165,165,19.859032,13.927577,52.641411,13.927577,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,19,5,5,0,19->25->26->27->5,,14.527532,inf,0.0,171,171,14.527532,294.117647,327.499982,294.117647,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,20,5,1,1,20->21->27->5,,8.160712,inf,0.0,193,193,11.810014,13.927577,44.592393,13.927577,0.0,0.0,0.0,0,193.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,21,5,5,0,21->27->5,,6.542758,inf,0.0,207,207,6.542758,294.117647,319.515207,294.117647,0.0,0.0,0.0,0,207.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,22,5,1,1,22->23->9->5,,20.2069,inf,0.0,179,179,20.805896,13.927577,53.588275,13.927577,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,23,5,5,0,23->9->5,,15.174145,inf,0.0,202,202,15.174145,294.117647,328.146594,294.117647,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,24,4,4,0,24->20->21->6->4,,10.86453,inf,0.0,185,185,10.86453,147.058824,176.778156,147.058824,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,25,4,4,0,25->20->21->6->4,,10.673026,inf,0.0,187,187,10.564163,147.058824,176.477789,147.058824,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,26,4,4,0,26->27->5->4,,15.095071,inf,0.0,154,154,9.391992,147.058824,175.305617,147.058824,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,27,4,1,1,27->21->6->4,,6.60669,inf,0.0,169,169,9.641609,13.927577,42.423988,13.927577,0.0,0.0,0.0,0,169.0,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,28,4,4,0,28->4,,5.348983,inf,0.0,190,190,5.348983,147.058824,171.262609,147.058824,0.0,0.0,0.0,0,190,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,29,4,4,0,29->5->4,,26.584141,inf,0.0,162,162,26.584141,147.058824,192.497767,147.058824,0.0,0.0,0.0,0,162,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,30,4,1,1,30->3->5->4,,34.141634,inf,0.0,194,194,23.866538,13.927577,56.648917,13.927577,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,31,4,4,0,31->32->8->7->5->4,,19.206306,inf,0.0,156,156,19.206306,147.058824,185.119931,147.058824,0.0,0.0,0.0,0,156,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,32,3,1,1,32->2->1->3,,11.173094,inf,0.0,211,211,4.94886,13.927577,37.731239,13.927577,0.0,0.0,0.0,0,211,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,33,3,3,0,33->3,,7.19713,inf,0.0,195,195,7.19713,5.112474,31.164406,5.112474,0.0,0.0,0.0,0,195,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,34,3,3,0,34->3,,5.236,inf,0.0,149,149,5.236,5.112474,29.203277,5.112474,0.0,0.0,0.0,0,149,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,35,3,3,0,35->34->3,,7.898444,inf,0.0,140,140,7.898444,5.112474,31.865721,5.112474,0.0,0.0,0.0,0,140,0.5,0.5,0.0,5,0.0,0.0
Geant2010,SM,0,B1,36,3,3,0,36->3,,8.394786,inf,0.0,154,154,8.394786,5.112474,32.362063,5.112474,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
